	ID	cluster	start	stop	strand	family	length of spanned region	genome	contig
132	FI1_3_IS_9	IS6_292	177478	178296	+	IS6	818	FI1	FI1_3
135	FI1_3_IS_10	IS110_208	178189	179615	+	IS110	1426	FI1	FI1_3
138	FI1_3_IS_11	IS6_292	179563	180678	+	IS6	1115	FI1	FI1_3
141	FI1_3_IS_12	IS3_168	193669	194964	+	IS3	1295	FI1	FI1_3
144	FI1_3_IS_13	IS3_168	204103	205398	+	IS3	1295	FI1	FI1_3
147	FI1_3_IS_14	IS66_46	226021	227829	-	IS66	1808	FI1	FI1_3
150	FI1_3_IS_15	IS6_303	249770	250585	+	IS6	815	FI1	FI1_3
153	FI1_3_IS_16	IS6_292	287214	288032	-	IS6	818	FI1	FI1_3
156	FI1_3_IS_17	IS66_46	289146	290575	+	IS66	1429	FI1	FI1_3
159	FI1_3_IS_18	IS110_208	298463	304004		IS110	5541	FI1	FI1_3
162	FI1_4_IS_1	IS6_303	27914	28721		IS6	807	FI1	FI1_4
165	FI1_4_IS_2	IS110_208	31060	38230	+	IS110	7170	FI1	FI1_4
168	FI1_4_IS_3	IS3_176	60320	61545	+	IS3	1225	FI1	FI1_4
171	FI1_4_IS_4	IS6_303	70406	71216	+	IS6	810	FI1	FI1_4
174	FI1_4_IS_5	IS6_303	144243	145050		IS6	807	FI1	FI1_4
177	FI1_4_IS_6	IS110_208	147389	154560	+	IS110	7171	FI1	FI1_4
0	BC8_1_IS_1	IS6_303	927583	928400	+	IS6	817	BC8	BC8_1
3	BC8_1_IS_2	IS6_303	985668	986485	+	IS6	817	BC8	BC8_1
0	AL7_1_IS_1	IS6_303	431008	431829	+	IS6	821	AL7	AL7_1
3	AL7_1_IS_2	IS3_239|IS3||protein:plasmid:133558	457642	459146		IS3	1504	AL7	AL7_1
6	AL7_1_IS_3	IS3_239|IS3||protein:plasmid:133558	1446833	1448334		IS3	1501	AL7	AL7_1
9	AL7_1_IS_4	IS3_239|IS3||protein:plasmid:133558	1580581	1582082		IS3	1501	AL7	AL7_1
12	AL7_1_IS_5	IS3_239|IS3||protein:plasmid:133558	2058085	2059584		IS3	1499	AL7	AL7_1
15	AL7_1_IS_6	IS481_240	2059806	2060826	+	IS481	1020	AL7	AL7_1
18	AL7_1_IS_7	IS3_239|IS3||protein:plasmid:133558	2069110	2070612		IS3	1502	AL7	AL7_1
21	AL7_1_IS_8	IS3_239|IS3||protein:plasmid:133558	2326575	2328083		IS3	1508	AL7	AL7_1
24	AL7_1_IS_9	IS3_239|IS3||protein:plasmid:133558	2675555	2677063		IS3	1508	AL7	AL7_1
27	AL7_1_IS_10	IS110_208	2920689	2922034	-	IS110	1345	AL7	AL7_1
30	AL7_1_IS_11	IS5_222	2925327	2926404	+	IS5	1077	AL7	AL7_1
33	AL7_1_IS_12	IS6_292	2940694	2941517	+	IS6	823	AL7	AL7_1
36	AL7_1_IS_13	IS3_239|IS3||protein:plasmid:133558	2965117	2966626	+	IS3	1509	AL7	AL7_1
39	AL7_1_IS_14	IS3_239|IS3||protein:plasmid:133558	3318483	3319986		IS3	1503	AL7	AL7_1
42	AL7_2_IS_1	IS110_184	430188	431665	-	IS110	1477	AL7	AL7_2
45	AL7_2_IS_2	IS6_292	439267	440085	+	IS6	818	AL7	AL7_2
48	AL7_2_IS_3	IS6_303	475560	476372		IS6	812	AL7	AL7_2
51	AL7_2_IS_4	IS6_303	479259	480070	+	IS6	811	AL7	AL7_2
54	AL7_2_IS_5	IS3_239|IS3||protein:plasmid:133558	484139	485672	+	IS3	1533	AL7	AL7_2
0	AB11_1_IS_1	IS3_271	35258	36373	-	IS3	1115	AB11	AB11_1
3	AB11_1_IS_2	IS3_271	1947469	1948398	-	IS3	929	AB11	AB11_1
6	AB11_1_IS_3	IS1182_71	3452129	3453827	-	IS1182	1698	AB11	AB11_1
9	AB11_2_IS_1	IS6_292	207921	208841	+	IS6	920	AB11	AB11_2
12	AB11_2_IS_2	IS91_83	234906	236165	+	IS91	1259	AB11	AB11_2
15	AB11_2_IS_3	IS5_447	259102	259939	-	IS5	837	AB11	AB11_2
18	AB11_2_IS_4	IS6_292	313226	314105	+	IS6	879	AB11	AB11_2
0	GNM004006175_1_IS_1	IS3_277	562615	563811	+	IS3	1196	GNM004006175	GNM004006175_1
3	GNM004006175_1_IS_2	IS110_184	601605	603367	+	IS110	1762	GNM004006175	GNM004006175_1
6	GNM004006175_1_IS_3	IS3_271	2445611	2447147	-	IS3	1536	GNM004006175	GNM004006175_1
9	GNM004006175_3_IS_1	IS3_271	153993	157033	-	IS3	3040	GNM004006175	GNM004006175_3
0	CYM77_2_IS_1	IS3_271	331252	332486	-	IS3	1234	CYM77	CYM77_2
3	CYM77_2_IS_2	IS6_292	575527	576342	-	IS6	815	CYM77	CYM77_2
6	CYM77_2_IS_3	IS6_292	641709	642531	+	IS6	822	CYM77	CYM77_2
9	CYM77_2_IS_4	IS6_292	664547	665419	+	IS6	872	CYM77	CYM77_2
12	CYM77_3_IS_1	IS6_292	1	1105		IS6	1104	CYM77	CYM77_3
13	CYM77_3_IS_2	IS6_292	90741	93276	-	IS6	2535	CYM77	CYM77_3
16	CYM77_3_IS_3	IS6_292	119920	120737	-	IS6	817	CYM77	CYM77_3
19	CYM77_3_IS_4	IS3_271	129233	130203	+	IS3	970	CYM77	CYM77_3
22	CYM77_3_IS_5	IS3_271	178248	179461	-	IS3	1213	CYM77	CYM77_3
25	CYM77_3_IS_6	IS481_240	234138	240454	-	IS481	6316	CYM77	CYM77_3
28	CYM77_4_IS_1	IS6_292	108438	109247	-	IS6	809	CYM77	CYM77_4
31	CYM77_4_IS_2	IS110_208	109087	110744	-	IS110	1657	CYM77	CYM77_4
0	BJ3_1_IS_1	IS6_303	2148507	2149324	-	IS6	817	BJ3	BJ3_1
3	BJ3_1_IS_2	IS6_303	2167760	2168821	-	IS6	1061	BJ3	BJ3_1
6	BJ3_1_IS_3	IS6_303	2177065	2177882		IS6	817	BJ3	BJ3_1
9	BJ3_1_IS_4	IS6_303	2181121	2181957	-	IS6	836	BJ3	BJ3_1
0	CE5_1_IS_1	IS1380_105	175831	179016	-	IS1380	3185	CE5	CE5_1
0	CYM101_1_IS_1	IS5_447	870851	871787		IS5	936	CYM101	CYM101_1
3	CYM101_1_IS_2	IS5_447	885355	886291	-	IS5	936	CYM101	CYM101_1
6	CYM101_1_IS_3	IS21_67	890033	892464		IS21	2431	CYM101	CYM101_1
9	CYM101_1_IS_4	IS21_67	1572231	1574663		IS21	2432	CYM101	CYM101_1
12	CYM101_1_IS_5	IS110_208	1585036	1586379	+	IS110	1343	CYM101	CYM101_1
15	CYM101_1_IS_6	IS21_67	1603417	1605848		IS21	2431	CYM101	CYM101_1
18	CYM101_1_IS_7	IS110_184	1936829	1938165	-	IS110	1336	CYM101	CYM101_1
21	CYM101_1_IS_8	IS3_176	1961102	1962395		IS3	1293	CYM101	CYM101_1
24	CYM101_1_IS_9	IS5_447	1962416	1963352		IS5	936	CYM101	CYM101_1
27	CYM101_1_IS_10	IS21_67	2248547	2250980		IS21	2433	CYM101	CYM101_1
30	CYM101_1_IS_11	IS3_176	2257704	2258998		IS3	1294	CYM101	CYM101_1
33	CYM101_1_IS_12	IS3_465	2266451	2267438	+	IS3	987	CYM101	CYM101_1
36	CYM101_1_IS_13	IS3_239|IS3||protein:plasmid:133558	2267223	2267831	+	IS3	608	CYM101	CYM101_1
39	CYM101_1_IS_14	IS5_447	2353305	2354243		IS5	938	CYM101	CYM101_1
42	CYM101_1_IS_15	IS5_447	2361613	2362549		IS5	936	CYM101	CYM101_1
45	CYM101_1_IS_16	IS21_67	2376313	2378745		IS21	2432	CYM101	CYM101_1
48	CYM101_1_IS_17	IS5_302	2629208	2630462	-	IS5	1254	CYM101	CYM101_1
51	CYM101_1_IS_18	IS5_447	2630600	2631492		IS5	892	CYM101	CYM101_1
54	CYM101_1_IS_19	IS3_176	2653046	2654341	+	IS3	1295	CYM101	CYM101_1
57	CYM101_1_IS_20	IS110_184	2654778	2656111		IS110	1333	CYM101	CYM101_1
60	CYM101_1_IS_21	IS481_21	2861873	2865778	-	IS481	3905	CYM101	CYM101_1
63	CYM101_1_IS_22	IS21_67	2865536	2867968		IS21	2432	CYM101	CYM101_1
66	CYM101_1_IS_23	IS21_67	2986421	2988852	-	IS21	2431	CYM101	CYM101_1
69	CYM101_2_IS_1	IS6_292	7335	8209		IS6	874	CYM101	CYM101_2
70	CYM101_2_IS_2	IS110_184	17405	24321		IS110	6916	CYM101	CYM101_2
73	CYM101_2_IS_3	IS5_279	154910	155847		IS5	937	CYM101	CYM101_2
76	CYM101_2_IS_4	IS6_292	204000	205434	+	IS6	1434	CYM101	CYM101_2
79	CYM101_2_IS_5	IS5_279	205380	206316		IS5	936	CYM101	CYM101_2
82	CYM101_2_IS_6	IS6_292	215284	216523	-	IS6	1239	CYM101	CYM101_2
85	CYM101_2_IS_7	IS6_292	216792	218237	+	IS6	1445	CYM101	CYM101_2
88	CYM101_2_IS_8	IS21_67	225841	228274		IS21	2433	CYM101	CYM101_2
91	CYM101_2_IS_9	IS21_67	259633	262064	-	IS21	2431	CYM101	CYM101_2
94	CYM101_2_IS_10	IS6_292	264695	265519	+	IS6	824	CYM101	CYM101_2
97	CYM101_2_IS_11	IS6_292	272545	273362	+	IS6	817	CYM101	CYM101_2
100	CYM101_2_IS_12	IS5_279	306368	307205	+	IS5	837	CYM101	CYM101_2
103	CYM101_2_IS_13	IS6_292	307596	308421	+	IS6	825	CYM101	CYM101_2
106	CYM101_2_IS_14	IS6_292	314266	315084	-	IS6	818	CYM101	CYM101_2
109	CYM101_2_IS_15	IS5_222	343585	344644	+	IS5	1059	CYM101	CYM101_2
112	CYM101_2_IS_16	IS3_176	369472	370767	+	IS3	1295	CYM101	CYM101_2
115	CYM101_2_IS_17	IS21_67	392940	395370		IS21	2430	CYM101	CYM101_2
118	CYM101_2_IS_18	IS110_208	399743	400952	+	IS110	1209	CYM101	CYM101_2
121	CYM101_2_IS_19	IS630_247	402395	403727	+	IS630	1332	CYM101	CYM101_2
124	CYM101_2_IS_20	IS6_292	463624	464449		IS6	825	CYM101	CYM101_2
127	CYM101_2_IS_21	IS5_279	1013560	1014495	+	IS5	935	CYM101	CYM101_2
130	CYM101_2_IS_22	IS5_302	1052918	1054116	+	IS5	1198	CYM101	CYM101_2
133	CYM101_2_IS_23	IS5_302	1125089	1125982	+	IS5	893	CYM101	CYM101_2
136	CYM101_2_IS_24	IS6_292	1386074	1386947	-	IS6	873	CYM101	CYM101_2
137	CYM101_2_IS_25	IS110_184	1396116	1403041	+	IS110	6925	CYM101	CYM101_2
0	AB1_1_IS_1	IS1182_100	351755	353285		IS1182	1530	AB1	AB1_1
3	AB1_1_IS_2	IS1182_100	553578	555108		IS1182	1530	AB1	AB1_1
6	AB1_1_IS_3	IS110_184	712355	713599	+	IS110	1244	AB1	AB1_1
9	AB1_1_IS_4	IS1182_100	739197	740727	-	IS1182	1530	AB1	AB1_1
12	AB1_1_IS_5	IS1182_100	740734	742264	-	IS1182	1530	AB1	AB1_1
15	AB1_1_IS_6	IS3_271	816769	817966	+	IS3	1197	AB1	AB1_1
18	AB1_1_IS_7	IS1182_100	924814	926346	+	IS1182	1532	AB1	AB1_1
21	AB1_1_IS_8	IS3_168	1132813	1134043	+	IS3	1230	AB1	AB1_1
24	AB1_1_IS_9	IS3_168	1287315	1288543		IS3	1228	AB1	AB1_1
27	AB1_1_IS_10	IS1182_100	1323720	1325273	-	IS1182	1553	AB1	AB1_1
30	AB1_1_IS_11	IS3_271	1343055	1344225	+	IS3	1170	AB1	AB1_1
33	AB1_1_IS_12	IS1182_100	1344235	1345781	+	IS1182	1546	AB1	AB1_1
36	AB1_1_IS_13	IS1182_100	1350129	1351653	+	IS1182	1524	AB1	AB1_1
39	AB1_1_IS_14	IS3_271	1353262	1354432	+	IS3	1170	AB1	AB1_1
42	AB1_1_IS_15	IS1182_100	1362551	1364083	-	IS1182	1532	AB1	AB1_1
45	AB1_1_IS_16	IS110_184	1368947	1370519	+	IS110	1572	AB1	AB1_1
48	AB1_1_IS_17	IS6_292	1370543	1371705	-	IS6	1162	AB1	AB1_1
51	AB1_1_IS_18	IS1182_100	1376336	1377866	+	IS1182	1530	AB1	AB1_1
54	AB1_1_IS_19	IS3_271	1391982	1393152	+	IS3	1170	AB1	AB1_1
57	AB1_1_IS_20	IS3_271	1419876	1421046	+	IS3	1170	AB1	AB1_1
60	AB1_1_IS_21	IS110_208	1470112	1471588	+	IS110	1476	AB1	AB1_1
63	AB1_1_IS_22	IS1182_100	1503999	1505529		IS1182	1530	AB1	AB1_1
66	AB1_1_IS_23	IS6_303	1518484	1519292	-	IS6	808	AB1	AB1_1
69	AB1_1_IS_24	IS6_303	1539994	1540802		IS6	808	AB1	AB1_1
72	AB1_1_IS_25	IS3_271	1544560	1545757	+	IS3	1197	AB1	AB1_1
75	AB1_1_IS_26	IS110_208	1565238	1566702	-	IS110	1464	AB1	AB1_1
78	AB1_1_IS_27	IS110_142	1567660	1569462	-	IS110	1802	AB1	AB1_1
81	AB1_1_IS_28	IS3_271	1627281	1628451	-	IS3	1170	AB1	AB1_1
84	AB1_1_IS_29	IS3_271	1639505	1640675	+	IS3	1170	AB1	AB1_1
87	AB1_1_IS_30	IS1182_100	1797901	1799431		IS1182	1530	AB1	AB1_1
90	AB1_1_IS_31	IS1182_100	1799438	1800967		IS1182	1529	AB1	AB1_1
93	AB1_1_IS_32	IS1182_100	1979989	1981551		IS1182	1562	AB1	AB1_1
96	AB1_1_IS_33	IS110_208	2478361	2479638	+	IS110	1277	AB1	AB1_1
99	AB1_1_IS_34	IS1182_100	2529555	2531085	+	IS1182	1530	AB1	AB1_1
102	AB1_1_IS_35	IS3_271	2535301	2536470		IS3	1169	AB1	AB1_1
105	AB1_1_IS_36	IS3_271	2548829	2549998		IS3	1169	AB1	AB1_1
108	AB1_1_IS_37	IS3_271	2557062	2558259	+	IS3	1197	AB1	AB1_1
111	AB1_1_IS_38	IS1182_100	2560522	2561979	-	IS1182	1457	AB1	AB1_1
114	AB1_1_IS_39	IS3_168	2561454	2562683	-	IS3	1229	AB1	AB1_1
117	AB1_1_IS_40	IS110_170	2563465	2564915	+	IS110	1450	AB1	AB1_1
120	AB1_1_IS_41	IS3_271	2567609	2568778		IS3	1169	AB1	AB1_1
123	AB1_1_IS_42	IS3_271	2575814	2576984	+	IS3	1170	AB1	AB1_1
126	AB1_1_IS_43	IS3_239|IS3||protein:plasmid:133558	2578281	2579560	-	IS3	1279	AB1	AB1_1
129	AB1_1_IS_44	IS110_208	2579958	2581422	+	IS110	1464	AB1	AB1_1
132	AB1_1_IS_45	IS1182_100	2594624	2596155		IS1182	1531	AB1	AB1_1
135	AB1_1_IS_46	IS3_271	2597730	2598899		IS3	1169	AB1	AB1_1
138	AB1_1_IS_47	IS3_271	2628458	2629674	-	IS3	1216	AB1	AB1_1
141	AB1_1_IS_48	IS3_271	2630583	2631753	-	IS3	1170	AB1	AB1_1
144	AB1_1_IS_49	IS3_271	2995520	2996690	-	IS3	1170	AB1	AB1_1
147	AB1_1_IS_50	IS3_271	3021040	3022210	-	IS3	1170	AB1	AB1_1
150	AB1_1_IS_51	IS110_179	3124023	3125502	+	IS110	1479	AB1	AB1_1
153	AB1_1_IS_52	IS3_271	3351438	3352608	+	IS3	1170	AB1	AB1_1
156	AB1_1_IS_53	IS3_271	3846747	3847916		IS3	1169	AB1	AB1_1
159	AB1_1_IS_54	IS3_271	3848829	3849998		IS3	1169	AB1	AB1_1
162	AB1_1_IS_55	IS110_184	3873463	3875058	+	IS110	1595	AB1	AB1_1
165	AB1_1_IS_56	IS3_271	4387490	4388687	-	IS3	1197	AB1	AB1_1
168	AB1_2_IS_1	IS3_168	101	1328	+	IS3	1227	AB1	AB1_2
171	AB1_2_IS_2	IS3_271	16623	17793		IS3	1170	AB1	AB1_2
174	AB1_2_IS_3	IS110_179	23091	30420		IS110	7329	AB1	AB1_2
177	AB1_2_IS_4	IS3_271	34885	36055		IS3	1170	AB1	AB1_2
180	AB1_2_IS_5	IS3_271	44080	46438		IS3	2358	AB1	AB1_2
183	AB1_2_IS_6	IS3_271	49197	51554		IS3	2357	AB1	AB1_2
186	AB1_2_IS_7	IS1182_100	72639	74163	+	IS1182	1524	AB1	AB1_2
189	AB1_2_IS_8	IS3_168	73958	75187	-	IS3	1229	AB1	AB1_2
192	AB1_2_IS_9	IS3_271	81563	82732		IS3	1169	AB1	AB1_2
195	AB1_2_IS_10	IS110_184	94236	95546	-	IS110	1310	AB1	AB1_2
198	AB1_2_IS_11	IS110_208	108671	110219	-	IS110	1548	AB1	AB1_2
201	AB1_2_IS_12	IS66_46	115139	117528	-	IS66	2389	AB1	AB1_2
204	AB1_2_IS_13	IS3_168	117198	118428	-	IS3	1230	AB1	AB1_2
207	AB1_2_IS_14	IS481_213	135125	135854	+	IS481	729	AB1	AB1_2
210	AB1_2_IS_15	IS110_142	142474	143668	+	IS110	1194	AB1	AB1_2
213	AB1_2_IS_16	IS3_271	150400	151570		IS3	1170	AB1	AB1_2
216	AB1_2_IS_17	IS6_303	156911	157729	+	IS6	818	AB1	AB1_2
219	AB1_2_IS_18	IS110_170	157492	159072	+	IS110	1580	AB1	AB1_2
222	AB1_2_IS_19	IS110_208	159332	160705	-	IS110	1373	AB1	AB1_2
225	AB1_2_IS_20	IS3_271	167003	169360		IS3	2357	AB1	AB1_2
228	AB1_2_IS_21	IS3_168	171280	172509	+	IS3	1229	AB1	AB1_2
231	AB1_2_IS_22	IS3_168	173404	174635		IS3	1231	AB1	AB1_2
234	AB1_2_IS_23	IS3_271	174957	176127		IS3	1170	AB1	AB1_2
237	AB1_2_IS_24	IS3_168	191060	192290	-	IS3	1230	AB1	AB1_2
240	AB1_2_IS_25	IS6_292	195974	196785	-	IS6	811	AB1	AB1_2
243	AB1_2_IS_26	IS110_208	197608	198831	-	IS110	1223	AB1	AB1_2
246	AB1_2_IS_27	IS1182_100	206908	208440	+	IS1182	1532	AB1	AB1_2
249	AB1_2_IS_28	IS3_271	219099	220269		IS3	1170	AB1	AB1_2
252	AB1_2_IS_29	IS3_271	223154	225511		IS3	2357	AB1	AB1_2
255	AB1_2_IS_30	IS3_168	239487	240715	+	IS3	1228	AB1	AB1_2
258	AB1_2_IS_31	IS3_271	256001	257171		IS3	1170	AB1	AB1_2
261	AB1_2_IS_32	IS110_179	262456	269786	-	IS110	7330	AB1	AB1_2
264	AB1_2_IS_33	IS3_271	274251	275421		IS3	1170	AB1	AB1_2
267	AB1_2_IS_34	IS3_271	283450	285803	-	IS3	2353	AB1	AB1_2
270	AB1_3_IS_1	ISNCY_86	10201	16771	+	ISNCY	6570	AB1	AB1_3
273	AB1_3_IS_2	ISNCY_86	16979	19434		ISNCY	2455	AB1	AB1_3
276	AB1_3_IS_3	ISNCY_86	19659	22115		ISNCY	2456	AB1	AB1_3
279	AB1_3_IS_4	ISNCY_86	22340	24795		ISNCY	2455	AB1	AB1_3
282	AB1_3_IS_5	IS3_271	43665	44834		IS3	1169	AB1	AB1_3
285	AB1_3_IS_6	IS3_168	57946	59180	-	IS3	1234	AB1	AB1_3
288	AB1_3_IS_7	IS110_170	60665	61956	+	IS110	1291	AB1	AB1_3
291	AB1_3_IS_8	IS3_271	66367	67537	-	IS3	1170	AB1	AB1_3
294	AB1_3_IS_9	IS3_271	78276	79445		IS3	1169	AB1	AB1_3
297	AB1_3_IS_10	IS3_271	124722	125892	-	IS3	1170	AB1	AB1_3
300	AB1_3_IS_11	IS110_236	138852	139847	-	IS110	995	AB1	AB1_3
303	AB1_3_IS_12	IS3_271	140658	141827		IS3	1169	AB1	AB1_3
306	AB1_3_IS_13	new_343	158741	160254		new	1513	AB1	AB1_3
309	AB1_3_IS_14	IS3_271	160289	161459	+	IS3	1170	AB1	AB1_3
312	AB1_3_IS_15	IS3_271	161579	162776	+	IS3	1197	AB1	AB1_3
315	AB1_3_IS_16	IS3_271	164651	165820		IS3	1169	AB1	AB1_3
318	AB1_3_IS_17	ISNCY_86	184013	190584	+	ISNCY	6571	AB1	AB1_3
321	AB1_3_IS_18	ISNCY_86	190792	193248		ISNCY	2456	AB1	AB1_3
324	AB1_3_IS_19	ISNCY_86	193473	195927		ISNCY	2454	AB1	AB1_3
327	AB1_3_IS_20	ISNCY_86	196152	198606		ISNCY	2454	AB1	AB1_3
330	AB1_3_IS_21	IS3_271	217466	218635		IS3	1169	AB1	AB1_3
333	AB1_4_IS_1	IS3_271	24430	25827	-	IS3	1397	AB1	AB1_4
336	AB1_4_IS_2	IS110_179	51850	53447	+	IS110	1597	AB1	AB1_4
339	AB1_4_IS_3	IS3_271	70217	70827	+	IS3	610	AB1	AB1_4
342	AB1_4_IS_4	IS3_271	124056	125272	+	IS3	1216	AB1	AB1_4
345	AB1_4_IS_5	IS3_271	151273	152670	-	IS3	1397	AB1	AB1_4
0	AD3_1_IS_1	IS630_247	80202	81228	+	IS630	1026	AD3	AD3_1
3	AD3_1_IS_2	IS5_302	192338	193193	-	IS5	855	AD3	AD3_1
6	AD3_1_IS_3	IS1182_100	193472	195004	+	IS1182	1532	AD3	AD3_1
9	AD3_1_IS_4	IS256_92	837038	838453	+	IS256	1415	AD3	AD3_1
12	AD3_1_IS_5	IS5_108	838857	840357		IS5	1500	AD3	AD3_1
15	AD3_1_IS_6	IS1182_100	1011861	1013393	+	IS1182	1532	AD3	AD3_1
18	AD3_1_IS_7	IS5_108	1016870	1018367		IS5	1497	AD3	AD3_1
21	AD3_1_IS_8	IS5_302	1018549	1019403	+	IS5	854	AD3	AD3_1
24	AD3_1_IS_9	IS5_302	1145969	1146822	+	IS5	853	AD3	AD3_1
27	AD3_1_IS_10	IS1634_37	1216087	1217976		IS1634	1889	AD3	AD3_1
30	AD3_1_IS_11	IS5_108	1248868	1250363	-	IS5	1495	AD3	AD3_1
33	AD3_1_IS_12	IS1634_37	1433326	1435216	-	IS1634	1890	AD3	AD3_1
36	AD3_1_IS_13	IS5_108	1435270	1436763		IS5	1493	AD3	AD3_1
39	AD3_1_IS_14	IS5_108	1437021	1438514		IS5	1493	AD3	AD3_1
42	AD3_1_IS_15	IS5_108	1443701	1445197		IS5	1496	AD3	AD3_1
45	AD3_1_IS_16	IS1182_100	1448812	1450346	+	IS1182	1534	AD3	AD3_1
48	AD3_1_IS_17	IS5_108	1462869	1464364		IS5	1495	AD3	AD3_1
51	AD3_1_IS_18	IS1634_37	1473393	1475283	+	IS1634	1890	AD3	AD3_1
54	AD3_1_IS_19	IS5_302	1477099	1477955	+	IS5	856	AD3	AD3_1
57	AD3_1_IS_20	IS5_222	1554051	1555135	-	IS5	1084	AD3	AD3_1
60	AD3_1_IS_21	IS5_108	1577183	1578678		IS5	1495	AD3	AD3_1
63	AD3_1_IS_22	IS5_222	1579270	1580320	-	IS5	1050	AD3	AD3_1
66	AD3_1_IS_23	IS5_279	1668344	1669181	+	IS5	837	AD3	AD3_1
69	AD3_1_IS_24	IS110_208	1877188	1878525	+	IS110	1337	AD3	AD3_1
72	AD3_1_IS_25	IS5_108	1884986	1886481		IS5	1495	AD3	AD3_1
75	AD3_1_IS_26	IS1634_37	1895524	1897414	+	IS1634	1890	AD3	AD3_1
78	AD3_1_IS_27	IS256_92	1901085	1902499		IS256	1414	AD3	AD3_1
81	AD3_1_IS_28	IS3_271	2034018	2035236	+	IS3	1218	AD3	AD3_1
84	AD3_1_IS_29	IS1634_37	2050164	2052053		IS1634	1889	AD3	AD3_1
87	AD3_1_IS_30	IS5_108	2058902	2060401	+	IS5	1499	AD3	AD3_1
90	AD3_1_IS_31	IS110_208	2080700	2082044	-	IS110	1344	AD3	AD3_1
93	AD3_1_IS_32	IS1634_37	2135284	2137173		IS1634	1889	AD3	AD3_1
96	AD3_1_IS_33	IS5_108	2219473	2220970	-	IS5	1497	AD3	AD3_1
99	AD3_1_IS_34	IS5_108	2226758	2228130	-	IS5	1372	AD3	AD3_1
102	AD3_1_IS_35	IS1634_37	2235048	2236938	+	IS1634	1890	AD3	AD3_1
105	AD3_1_IS_36	IS6_303	2262550	2263358	+	IS6	808	AD3	AD3_1
108	AD3_1_IS_37	IS5_108	2268706	2270200		IS5	1494	AD3	AD3_1
111	AD3_1_IS_38	IS110_184	2275334	2276656	-	IS110	1322	AD3	AD3_1
114	AD3_1_IS_39	IS110_151	2289479	2290893	+	IS110	1414	AD3	AD3_1
117	AD3_1_IS_40	IS1182_100	2291207	2292741	-	IS1182	1534	AD3	AD3_1
120	AD3_1_IS_41	IS5_108	2319516	2321011		IS5	1495	AD3	AD3_1
123	AD3_1_IS_42	IS5_279	2322839	2323674	-	IS5	835	AD3	AD3_1
126	AD3_1_IS_43	IS1182_100	2352801	2354341	-	IS1182	1540	AD3	AD3_1
129	AD3_1_IS_44	IS5_108	2365541	2367040	+	IS5	1499	AD3	AD3_1
132	AD3_1_IS_45	IS256_92	2367764	2369179	+	IS256	1415	AD3	AD3_1
135	AD3_1_IS_46	IS5_108	2420624	2422121	+	IS5	1497	AD3	AD3_1
138	AD3_1_IS_47	IS5_108	2433436	2434934		IS5	1498	AD3	AD3_1
141	AD3_1_IS_48	IS5_108	2654547	2656044	-	IS5	1497	AD3	AD3_1
144	AD3_1_IS_49	IS5_108	2847815	2849310	+	IS5	1495	AD3	AD3_1
147	AD3_1_IS_50	IS5_108	2873658	2875153	-	IS5	1495	AD3	AD3_1
150	AD3_1_IS_51	IS5_279	3164470	3165305	+	IS5	835	AD3	AD3_1
153	AD3_1_IS_52	IS256_92	3261788	3263202		IS256	1414	AD3	AD3_1
156	AD3_1_IS_53	IS5_302	3264789	3265644	+	IS5	855	AD3	AD3_1
159	AD3_1_IS_54	IS256_92	3267891	3269304		IS256	1413	AD3	AD3_1
162	AD3_1_IS_55	IS1634_37	3270161	3272051	+	IS1634	1890	AD3	AD3_1
165	AD3_1_IS_56	IS5_108	3272606	3274104		IS5	1498	AD3	AD3_1
168	AD3_1_IS_57	IS1634_37	3278766	3280656	-	IS1634	1890	AD3	AD3_1
171	AD3_1_IS_58	IS5_108	3281964	3283461	-	IS5	1497	AD3	AD3_1
174	AD3_1_IS_59	IS1634_37	3289513	3291403	-	IS1634	1890	AD3	AD3_1
177	AD3_1_IS_60	IS5_222	3308299	3309349	+	IS5	1050	AD3	AD3_1
180	AD3_1_IS_61	IS1595_235	3504003	3505282	+	IS1595	1279	AD3	AD3_1
183	AD3_1_IS_62	IS5_108	3505385	3506883		IS5	1498	AD3	AD3_1
186	AD3_1_IS_63	IS5_108	3813714	3815212		IS5	1498	AD3	AD3_1
189	AD3_1_IS_64	IS5_108	4051633	4053127		IS5	1494	AD3	AD3_1
192	AD3_2_IS_1	IS5_108	410040	411536		IS5	1496	AD3	AD3_2
195	AD3_2_IS_2	IS110_184	459173	460322	+	IS110	1149	AD3	AD3_2
198	AD3_2_IS_3	IS5_108	548451	549948	-	IS5	1497	AD3	AD3_2
201	AD3_2_IS_4	IS5_108	551590	553086		IS5	1496	AD3	AD3_2
204	AD3_2_IS_5	IS5_279	562998	563835	+	IS5	837	AD3	AD3_2
207	AD3_2_IS_6	IS21_67	600487	602916	-	IS21	2429	AD3	AD3_2
210	AD3_2_IS_7	IS6_292	671999	672813	+	IS6	814	AD3	AD3_2
213	AD3_2_IS_8	IS6_292	759532	760346	+	IS6	814	AD3	AD3_2
216	AD3_2_IS_9	IS5_108	762199	763695		IS5	1496	AD3	AD3_2
219	AD3_2_IS_10	IS6_292	772879	773697	+	IS6	818	AD3	AD3_2
222	AD3_2_IS_11	IS1634_37	774038	776430	+	IS1634	2392	AD3	AD3_2
225	AD3_2_IS_12	IS6_292	780773	781587	-	IS6	814	AD3	AD3_2
